id,carat,cut,color,clarity,depth,table,x,y,z,price
4711,2.05,Ideal,H,SI2,61.7,56,8.18,8.13,5.02,16469
4712,0.31,Ideal,I,VVS1,62.7,57,4.38,4.37,2.74,587
4713,0.74,Very Good,H,SI2,61.7,59,5.8,5.84,3.59,2670
4714,1.01,Very Good,H,SI1,63.1,58,6.34,6.37,4.01,5410
4715,1.01,Good,G,VS1,64.2,55,6.31,6.33,4.06,6479
4716,0.53,Ideal,F,SI1,61.7,56,5.18,5.22,3.2,1318
4717,0.47,Ideal,E,VS1,62.2,54,4.99,5.03,3.11,1649
4718,0.39,Premium,G,VVS1,59.7,59,4.75,4.79,2.83,1053
4719,1.5,Very Good,I,VS2,63,56,7.25,7.3,4.58,9257
4720,0.31,Ideal,H,SI1,62.7,57,4.3,4.32,2.7,446
4721,0.73,Premium,D,SI1,63,58,5.73,5.69,3.6,2822
4722,0.3,Very Good,J,VS1,58.8,61,4.34,4.37,2.57,394
4723,0.34,Ideal,H,VS2,62,53.9,4.47,4.5,2.79,729
4724,0.31,Ideal,E,VS2,62.5,56,4.39,4.35,2.73,872
4725,0.34,Very Good,D,VS2,60,57,4.51,4.56,2.72,696
4726,0.53,Ideal,G,VVS2,62.3,55,5.19,5.23,3.24,1778
4727,0.54,Premium,F,VS1,61.3,60,5.25,5.21,3.21,2039
4728,0.59,Ideal,E,SI1,62,56,5.35,5.38,3.33,1565
4729,0.3,Ideal,I,VS2,61.8,54,4.33,4.36,2.68,438
4730,0.3,Ideal,E,VVS1,62,56,4.28,4.31,2.66,865
4731,0.31,Ideal,G,IF,61.9,55,4.32,4.35,2.68,891
4732,1.05,Premium,D,SI1,62.3,56,6.49,6.54,4.06,5688
4733,1.28,Ideal,H,VVS2,62.4,57,6.9,6.95,4.32,9596
4734,1.01,Good,G,VS1,63.6,58,6.37,6.31,4.04,6860
4735,1.2,Ideal,F,SI1,61.7,57,6.84,6.85,4.22,8962
4736,1.3,Ideal,H,SI1,61,57,7.12,7.08,4.31,7487
4737,1.75,Very Good,I,VS1,61.9,57,7.71,7.74,4.78,13047
4738,0.55,Ideal,E,VS2,62.4,55,5.25,5.29,3.29,1755
4739,1.06,Ideal,H,SI2,60.3,57,6.6,6.69,4.02,4662
4740,1.23,Premium,G,VS2,61.7,58,6.91,6.87,4.25,7484
4741,0.81,Ideal,F,SI1,62.2,57,5.96,6,3.72,2870
4742,0.59,Ideal,D,VS2,62,53,5.39,5.43,3.36,1793
4743,0.3,Premium,I,VVS1,62,58,4.31,4.33,2.68,540
4744,0.58,Ideal,F,VS1,61.6,55,5.38,5.4,3.32,1899
4745,1.02,Very Good,D,SI2,62.7,61,6.4,6.44,4.02,4213
4746,1.5,Premium,F,VS2,62.2,59,7.29,7.34,4.55,14165
4747,0.31,Premium,F,IF,62.5,58,4.37,4.33,2.72,979
4748,0.71,Ideal,I,VS2,62.6,54,5.68,5.72,3.57,2367
4749,0.55,Ideal,G,SI1,61.5,56,5.26,5.3,3.25,1605
4750,0.57,Ideal,J,VS1,60.7,57,5.36,5.34,3.25,1547
4751,0.3,Ideal,G,VVS2,61.7,55,4.32,4.34,2.67,850
4752,1.41,Premium,F,SI2,61.2,59,7.24,7.2,4.39,7584
4753,0.42,Ideal,E,VVS2,61.8,55,4.83,4.85,2.99,1223
4754,0.72,Ideal,E,VS2,62.3,57,5.71,5.75,3.57,3421
4755,0.34,Premium,D,SI1,60.5,60,4.53,4.51,2.73,803
4756,1.02,Good,I,SI2,63.6,57,6.35,6.33,4.04,3920
4757,0.5,Ideal,E,SI1,60.6,57,5.11,5.16,3.11,1425
4758,0.9,Very Good,I,VS2,61.9,59,6.11,6.18,3.8,3781
4759,0.5,Ideal,E,SI1,60,56,5.13,5.16,3.09,1377
4760,0.32,Very Good,G,VS2,61.8,57,4.36,4.41,2.71,561
4761,0.51,Ideal,H,SI2,62.4,55,5.11,5.15,3.21,874
4762,0.73,Ideal,E,SI1,62,55,5.77,5.8,3.6,2596
4763,1.04,Premium,J,SI1,61.5,58,6.51,6.56,4.01,4435
4764,0.52,Ideal,F,VS1,61.4,55,5.16,5.2,3.19,1722
4765,0.37,Premium,D,VS1,61.4,58,4.63,4.66,2.84,1104
4766,0.7,Ideal,I,SI1,62.2,56,5.69,5.72,3.55,2134
4767,0.35,Ideal,D,VS2,61.4,57,4.52,4.56,2.79,862
4768,1.03,Fair,G,SI2,65.7,55,6.36,6.31,4.16,3146
4769,1.14,Premium,G,SI1,60.3,60,6.75,6.82,4.08,5531
4770,0.51,Ideal,J,SI1,60.6,56,5.23,5.22,3.17,1166
4771,0.33,Premium,F,VS2,60.2,59,4.47,4.44,2.68,854
4772,1.6,Premium,H,SI2,62,59,7.52,7.55,4.66,10327
4773,0.74,Very Good,I,VS1,63.1,57,5.77,5.74,3.63,2415
4774,0.93,Premium,D,SI1,61.5,59,6.23,6.29,3.85,4136
4775,1.22,Ideal,H,VS1,62.3,57,6.88,6.83,4.28,7495
4776,1,Premium,F,SI1,60.5,61,6.43,6.38,3.89,4805
4777,1.02,Very Good,F,VS2,62.5,57,6.4,6.5,4.03,6389
4778,1.07,Ideal,G,VVS2,62.4,57,6.51,6.55,4.06,10655
4779,0.3,Premium,H,SI2,61.3,59,4.27,4.3,2.63,394
4780,1.12,Premium,D,VS2,60.7,58,6.74,6.77,4.11,7932
4781,1.26,Ideal,I,SI2,61.3,57,6.93,6.96,4.25,4829
4782,0.4,Very Good,F,VS2,60.2,59,4.75,4.79,2.86,975
4783,0.23,Very Good,E,VVS1,61.3,58,3.93,3.95,2.42,530
4784,1.2,Ideal,E,SI1,62.6,56,6.8,6.77,4.24,6534
4785,0.41,Ideal,D,VS2,62.6,55,4.78,4.76,2.99,1107
4786,1.1,Ideal,G,SI1,62.5,55,6.6,6.62,4.13,5127
4787,1.5,Ideal,I,VS1,63,55,7.25,7.3,4.58,9627
4788,0.31,Ideal,E,VVS2,61.4,56,4.35,4.39,2.68,949
4789,0.55,Ideal,E,SI1,62,57,5.27,5.25,3.26,1715
4790,0.7,Premium,D,VS2,59.4,60,5.79,5.75,3.45,2608
4791,0.3,Ideal,E,VVS1,61.2,57,4.32,4.34,2.64,871
4792,0.93,Premium,F,SI1,62.8,59,6.24,6.19,3.9,4435
4793,2.14,Ideal,I,VS2,62.2,57,8.26,8.22,5.11,14715
4794,0.31,Very Good,H,VVS2,62,57,4.34,4.31,2.68,575
4795,0.34,Ideal,E,VS2,62,56,4.47,4.49,2.78,745
4796,0.51,Premium,H,VS2,60.8,59,5.2,5.16,3.16,1284
4797,0.7,Ideal,I,VVS1,62,54,5.71,5.73,3.55,3351
4798,0.74,Very Good,E,VS2,62.8,58,5.75,5.8,3.63,2979
4799,0.43,Ideal,F,VS2,62.5,56,4.81,4.84,3.02,853
4800,0.24,Very Good,F,VS1,61.7,59,3.96,3.98,2.44,373
4801,0.5,Very Good,D,SI1,61,58,5.07,5.11,3.11,1432
4802,0.31,Premium,G,VS1,62.4,58,4.32,4.36,2.7,625
4803,0.82,Ideal,F,VS1,61.9,57,5.97,6.04,3.72,4221
4804,0.73,Very Good,I,VVS2,62.1,60,5.75,5.82,3.6,2419
4805,0.9,Ideal,E,SI2,61.7,57,6.19,6.22,3.83,3609
4806,1.23,Ideal,H,SI2,62,54,6.85,6.9,4.25,6181
4807,0.9,Very Good,F,SI2,63.2,57,6.12,6.16,3.88,3629
4808,1.02,Ideal,G,SI1,61.6,56,6.48,6.51,3.99,4714
4809,0.75,Ideal,I,VS2,61.9,57,5.84,5.86,3.62,2782
4810,0.32,Premium,G,VS2,61.8,59,4.36,4.32,2.69,720
4811,1.16,Ideal,I,SI2,61.8,56,6.75,6.72,4.16,4381
4812,0.34,Premium,F,SI1,62.9,58,4.44,4.42,2.79,726
4813,0.33,Ideal,I,VVS2,61.7,55,4.45,4.5,2.76,579
4814,0.33,Ideal,H,IF,61.6,54,4.46,4.49,2.76,838
4815,0.54,Premium,H,VS1,60.6,58,5.31,5.26,3.21,1633
4816,1.02,Very Good,H,SI1,63.1,57,6.34,6.45,4.04,4950
4817,1,Ideal,H,SI1,61.8,58,6.41,6.38,3.95,4290
4818,0.32,Premium,G,VS2,62.8,56,4.4,4.37,2.75,720
4819,0.71,Premium,E,VS1,61.6,58,5.68,5.73,3.51,2939
4820,2.5,Fair,H,SI2,64.6,58,8.56,8.34,5.4,18541
4821,0.77,Ideal,E,VS2,61,56,5.88,5.91,3.6,3297
4822,1.54,Premium,F,VS2,61.8,58,7.43,7.37,4.57,16294
4823,0.56,Very Good,F,SI1,60.1,60,5.36,5.39,3.22,1376
4824,0.56,Ideal,F,SI1,61.7,54,5.28,5.31,3.28,1608
4825,0.28,Very Good,G,IF,62.1,56,4.21,4.24,2.62,863
4826,0.52,Ideal,E,VS2,62,57,5.17,5.14,3.2,1576
4827,0.52,Premium,D,SI2,61.5,57,5.17,5.14,3.16,1151
4828,1.03,Ideal,H,VVS1,62.3,59,6.45,6.46,4.02,7697
4829,2.05,Ideal,I,SI1,61.5,56,8.12,8.17,5.01,16575
4830,1.01,Very Good,G,SI1,63.3,56,6.41,6.37,4.04,5154
4831,1.03,Ideal,G,VS1,61.9,56,6.48,6.45,4.01,6436
4832,0.73,Very Good,D,SI1,60.8,59,5.8,5.84,3.54,3345
4833,1.01,Very Good,I,SI1,60.6,62,6.51,6.55,3.95,4322
4834,1.07,Premium,G,SI2,62.2,56,6.56,6.52,4.08,3992
4835,0.51,Very Good,E,VS1,59.6,63,5.23,5.2,3.11,1922
4836,1.59,Ideal,J,SI1,62.1,55,7.49,7.54,4.66,8645
4837,0.6,Ideal,D,SI1,61.5,55,5.44,5.49,3.36,1906
4838,0.7,Premium,G,SI2,60.3,58,5.79,5.86,3.49,2274
4839,0.31,Premium,D,SI1,61.6,58,4.32,4.34,2.67,597
4840,0.41,Premium,G,VS1,60.7,58,4.78,4.81,2.91,899
4841,1.02,Good,G,VS2,63.2,56,6.34,6.41,4.03,5601
4842,0.51,Ideal,D,VS1,62,56,5.12,5.16,3.19,1778
4843,0.38,Ideal,E,VVS1,61.1,56,4.69,4.73,2.88,1314
4844,0.43,Premium,H,SI1,62.7,58,4.79,4.85,3.02,716
4845,0.4,Premium,D,SI1,61.1,59,4.76,4.72,2.89,1032
4846,0.31,Premium,G,VVS2,61.8,59,4.35,4.38,2.7,687
4847,0.39,Ideal,G,VS2,62.8,53,4.7,4.74,2.96,891
4848,1,Very Good,G,SI2,60.5,61,6.37,6.42,3.87,4291
4849,1.21,Ideal,G,SI2,62.8,57,6.79,6.75,4.24,5491
4850,0.32,Very Good,F,IF,62,55,4.39,4.41,2.73,886
4851,1.51,Very Good,G,VS1,62.8,58,7.25,7.3,4.57,14234
4852,1.01,Premium,E,SI1,62.4,58,6.42,6.4,4,5433
4853,1,Very Good,H,SI1,63.4,58,6.33,6.37,4.02,4612
4854,1.01,Good,G,SI1,63.4,59,6.34,6.38,4.02,5164
4855,0.43,Ideal,D,VS2,60.8,56,4.87,4.9,2.96,999
4856,0.72,Very Good,G,VS2,62.8,57,5.71,5.74,3.61,2550
4857,1.19,Ideal,G,SI2,62.2,57,6.79,6.82,4.23,4950
4858,2.01,Premium,G,SI1,61.7,58,8.09,7.98,4.98,14224
4859,1.01,Good,G,SI1,62.9,61,6.29,6.33,3.96,4591
4860,0.41,Very Good,F,VVS2,60,56,4.85,4.81,2.89,1192
4861,0.5,Premium,E,VS2,61.7,58,5.09,5.12,3.15,1656
4862,0.41,Ideal,D,VS2,61.2,57,4.82,4.79,2.94,983
4863,1.04,Very Good,E,SI1,62.6,56,6.49,6.46,4.05,5598
4864,1.12,Ideal,H,SI2,62.5,54,6.65,6.62,4.15,4966
4865,0.9,Premium,G,SI1,62.5,59,6.12,6.07,3.81,3594
4866,1.02,Premium,D,SI1,60.3,58,6.57,6.66,3.97,6048
4867,0.34,Ideal,D,VS1,60.3,55,4.54,4.56,2.74,914
4868,0.57,Ideal,E,VS1,61.8,56,5.37,5.35,3.31,1982
4869,0.5,Good,G,SI1,57.2,61,5.3,5.23,3.02,1171
4870,1.03,Ideal,D,SI1,62.6,56,6.48,6.46,4.05,6512
4871,1.51,Ideal,G,VS1,62.5,57,7.31,7.34,4.57,12720
4872,0.5,Very Good,E,VS2,62.8,61,5.06,5.1,3.19,1397
4873,0.7,Ideal,F,SI1,62,57,5.62,5.65,3.49,2409
4874,0.57,Ideal,E,VS2,61,56,5.35,5.38,3.27,2333
4875,0.5,Very Good,E,VS2,59.4,61,5.09,5.12,3.03,1443
4876,0.32,Ideal,G,IF,61.4,56,4.38,4.42,2.7,921
4877,1.1,Ideal,G,VS1,62.8,56,6.62,6.55,4.13,7326
4878,0.34,Premium,F,VS2,61.8,58,4.45,4.49,2.76,880
4879,0.72,Premium,D,SI1,60.4,60,5.87,5.82,3.52,3048
4880,1.2,Premium,H,SI1,61.1,56,6.81,6.84,4.18,6573
4881,0.33,Ideal,E,VVS1,61.2,57,4.47,4.5,2.75,1093
4882,0.3,Ideal,E,VVS2,60.8,57,4.37,4.39,2.66,742
4883,0.74,Very Good,I,VVS1,62.4,57,5.78,5.83,3.62,3006
4884,1.31,Premium,I,SI1,61.7,59,7.01,6.96,4.31,5562
4885,0.43,Ideal,D,VS2,60.9,57,4.91,4.86,2.98,1018
4886,1.2,Premium,F,VS2,62.7,59,6.75,6.7,4.22,7911
4887,0.75,Ideal,F,VS1,61,55,5.85,5.9,3.59,2757
4888,1.2,Ideal,G,SI2,62.2,54,6.8,6.74,4.21,6890
4889,2.01,Good,G,SI1,63.1,58,8.01,7.99,5.03,18515
4890,0.26,Ideal,E,VS1,62.4,56,4.07,4.1,2.55,622
4891,2.05,Premium,I,SI1,61.4,58,8.16,8.18,5.03,15802
4892,0.27,Premium,E,VVS2,61.2,58,4.16,4.18,2.56,612
4893,0.52,Ideal,D,VS2,62.4,55,5.11,5.14,3.2,1817
4894,0.7,Very Good,E,VS2,63.4,58,5.61,5.58,3.55,2473
4895,0.42,Ideal,D,SI1,62.3,55,4.8,4.78,2.99,1040
4896,1.18,Ideal,F,VS2,61.1,57,6.87,6.81,4.18,8346
4897,2.01,Premium,J,VS2,61.3,58,8.09,8.16,4.98,12883
4898,0.9,Very Good,G,SI2,62.8,59,6.1,6.03,3.81,3032
4899,0.33,Premium,I,VVS2,60.2,58,4.49,4.47,2.7,743
4900,1.02,Good,F,SI2,57.6,58,6.66,6.62,3.81,4204
4901,0.58,Ideal,G,VVS1,60.8,56,5.41,5.43,3.29,2573
4902,0.53,Ideal,H,SI1,61.8,56,5.19,5.17,3.21,1220
4903,0.57,Ideal,E,VS2,62.4,55,5.28,5.31,3.3,1876
4904,0.5,Very Good,G,SI1,63.2,59,5.04,5.07,3.19,1181
4905,0.31,Very Good,F,VS2,61.8,57,4.33,4.36,2.68,500
4906,1.12,Ideal,H,SI1,62.4,56,6.71,6.63,4.15,5748
4907,0.3,Premium,D,SI1,61.3,59,4.32,4.29,2.64,709
4908,0.72,Ideal,G,SI2,61.6,56,5.73,5.77,3.54,2177
4909,1.01,Ideal,D,SI2,61.1,57,6.52,6.49,3.97,5430
4910,1.34,Premium,H,VVS2,61.6,59,7.02,7.06,4.33,10211
4911,0.51,Very Good,G,VS2,62.4,57,5.09,5.07,3.17,1438
4912,1.24,Ideal,G,SI2,61.1,56,6.97,6.98,4.26,5783
4913,1,Very Good,H,SI1,60.6,60,6.38,6.43,3.89,4871
4914,0.35,Ideal,F,SI2,60.6,57,4.58,4.54,2.76,630
4915,2.25,Premium,H,SI1,62.2,58,8.36,8.3,5.17,17118
4916,0.3,Ideal,F,VS2,61.3,55,4.34,4.31,2.65,776
4917,1.26,Ideal,H,SI1,62,57,6.93,6.89,4.29,7127
4918,1.01,Premium,E,VS2,61.6,58,6.44,6.49,3.98,5882
4919,0.5,Ideal,G,VVS2,62.3,55,5.07,5.04,3.15,1868
4920,1.15,Ideal,H,SI1,62.4,57,6.74,6.66,4.18,5595
4921,0.92,Very Good,E,SI1,61.9,58,6.25,6.3,3.88,4749
4922,1.59,Premium,I,SI1,61.5,58,7.47,7.54,4.62,9088
4923,2.38,Very Good,H,SI2,62.8,56,8.49,8.45,5.32,14268
4924,1.74,Ideal,H,SI2,62.2,57,7.67,7.63,4.76,8037
4925,0.9,Ideal,G,SI2,62.3,56,6.15,6.19,3.85,3475
4926,1.51,Very Good,E,SI1,60.9,61,7.44,7.39,4.52,13215
4927,2.01,Good,J,SI1,63.6,61,7.97,8.05,5.06,13254
4928,0.41,Ideal,F,SI1,62.2,55,4.77,4.74,2.96,969
4929,0.33,Premium,E,SI1,61.4,59,4.45,4.49,2.75,743
4930,0.34,Ideal,G,VVS1,61.6,57,4.52,4.47,2.77,1114
4931,0.9,Very Good,I,VS2,59.6,59,6.31,6.27,3.73,3198
4932,0.34,Very Good,D,SI1,61.2,56,4.54,4.59,2.79,624
4933,1.31,Ideal,G,VS2,62.8,55,6.97,6.94,4.37,9224
4934,0.54,Ideal,E,SI2,61.2,56,5.27,5.31,3.22,1240
4935,0.73,Ideal,G,VS1,62.1,56,5.75,5.8,3.58,2950
4936,0.31,Ideal,J,VS1,61.9,54,4.32,4.35,2.68,434
4937,0.3,Ideal,F,IF,61.8,58,4.29,4.32,2.66,886
4938,0.36,Ideal,E,VS1,61.7,56,4.59,4.55,2.82,1092
4939,0.59,Ideal,E,VS2,62.1,54,5.37,5.4,3.34,1822
4940,0.76,Premium,F,VS2,62.7,58,5.81,5.78,3.63,2790
4941,0.71,Good,G,VS2,58.1,59,5.84,5.88,3.42,2713
4942,1.51,Ideal,I,SI1,62.1,56,7.3,7.36,4.56,10071
4943,0.7,Ideal,J,VS2,60.6,57,5.77,5.8,3.51,1874
4944,2.03,Ideal,J,VS2,62.3,55,8.13,8.17,5.06,14199
4945,0.54,Ideal,G,VS1,60.6,56,5.29,5.26,3.2,1792
4946,1.01,Ideal,E,VVS2,62.7,56,6.34,6.46,4.01,9132
4947,1,Very Good,G,VVS2,63.5,59,6.34,6.29,4.02,6732
4948,0.51,Ideal,G,VS1,61.9,56,5.11,5.13,3.17,1655
4949,0.9,Ideal,I,VS2,60.3,56,6.32,6.28,3.79,4098
4950,1.57,Ideal,F,VS2,62.2,55,7.36,7.44,4.61,12968
4951,0.5,Very Good,H,SI2,63.2,54,5.02,5.05,3.18,1142
4952,0.32,Premium,D,VVS2,61.1,59,4.39,4.43,2.7,842
4953,1.51,Premium,G,VS1,61.4,60,7.33,7.37,4.51,14375
4954,0.42,Very Good,I,VVS2,62.8,58,4.75,4.76,2.99,807
4955,0.77,Premium,D,VS2,61.3,60,5.83,5.91,3.61,3481
4956,0.9,Premium,E,SI1,60.4,60,6.17,6.22,3.74,4242
4957,1.01,Premium,G,VVS2,60.9,56,6.46,6.41,3.92,7666
4958,1.01,Premium,D,SI2,60.9,61,6.5,6.54,3.96,4004
4959,1.12,Premium,G,VS2,59.8,59,6.83,6.77,4.07,6756
4960,0.54,Good,D,SI1,63.8,57,5.08,5.12,3.25,1786
4961,0.72,Very Good,H,VS2,62.8,59,5.68,5.72,3.59,2230
4962,0.31,Ideal,F,SI1,62.5,56,4.33,4.37,2.72,497
4963,1,Good,G,SI2,62.4,58,6.26,6.32,3.93,3242
4964,0.31,Ideal,G,IF,61.4,54,4.37,4.39,2.69,891
4965,0.53,Good,H,VS2,63.8,56,5.15,5.12,3.27,1421
4966,0.3,Ideal,G,VVS2,61.6,57,4.3,4.34,2.66,665
4967,0.3,Ideal,G,VVS2,62.2,54,4.34,4.36,2.7,665
4968,1.08,Ideal,F,SI1,62.5,56,6.52,6.57,4.09,6321
4969,0.32,Very Good,F,VS2,63,55,4.37,4.33,2.74,828
4970,1,Ideal,F,SI1,62,57,6.4,6.43,3.98,5292
4971,1.51,Ideal,G,VVS2,61.7,55,7.33,7.37,4.54,15152
4972,2.01,Very Good,J,SI1,61.6,60,8.1,8.14,5.01,11726
4973,1.01,Good,F,SI2,61.1,61,6.43,6.48,3.94,4890
4974,1.64,Ideal,G,VS2,62.8,57,7.59,7.55,4.74,13929
4975,0.72,Ideal,G,SI2,61.7,56,5.76,5.79,3.56,1217
4976,1.1,Premium,I,SI1,61.3,60,6.59,6.64,4.06,4366
4977,0.33,Ideal,F,VVS1,61.6,56,4.46,4.45,2.74,979
4978,1.2,Very Good,H,SI1,62.3,56,6.8,6.76,4.23,5914
4979,0.3,Premium,H,VVS1,60.9,58,4.34,4.32,2.64,878
4980,0.35,Fair,F,SI1,60.8,66,4.62,4.55,2.79,780
4981,1.52,Very Good,G,VS2,62.2,59,7.31,7.34,4.56,13508
4982,0.7,Premium,D,VS2,61.9,58,5.63,5.67,3.5,2923
4983,0.71,Ideal,I,VVS2,61.9,56,5.71,5.73,3.53,2474
4984,0.7,Premium,E,VS1,61.4,59,5.72,5.69,3.5,3220
4985,0.61,Ideal,D,VS2,61.2,56,5.51,5.56,3.38,2152
4986,1.5,Very Good,E,SI1,63.1,56,7.23,7.27,4.57,9745
4987,1.01,Very Good,E,SI1,62.9,56,6.35,6.41,4.01,4579
4988,0.5,Very Good,F,VS2,63.3,57,5.02,5.05,3.19,1436
4989,1,Good,D,SI2,63.8,53,6.34,6.39,4.07,4313
4990,0.41,Very Good,F,SI1,61,58,4.79,4.82,2.93,945
4991,0.67,Premium,G,VS1,62.2,61,5.56,5.54,3.44,2448
4992,1.24,Ideal,E,VVS2,62.3,57,6.85,6.88,4.27,11431
4993,0.35,Ideal,I,VS2,62.5,56,4.48,4.53,2.82,608
4994,0.55,Premium,D,SI1,59.6,60,5.31,5.36,3.16,1764
4995,1.21,Ideal,D,VS2,61.9,56,6.89,6.83,4.24,8154
4996,1.2,Premium,H,SI1,62,59,6.75,6.71,4.18,6762
4997,0.32,Very Good,G,VVS2,61.6,59,4.33,4.38,2.69,621
4998,0.72,Ideal,I,VS1,61.6,57,5.73,5.76,3.54,2421
4999,0.36,Ideal,D,VVS2,61.8,56,4.57,4.6,2.83,1162
5000,0.53,Ideal,D,SI2,60.9,57,5.2,5.21,3.16,1350
5001,0.5,Premium,F,VS1,62.4,58,5.08,5.06,3.17,1744
5002,1.02,Very Good,D,SI1,62.8,59,6.4,6.44,4.02,6435
5003,0.68,Very Good,F,VS1,61.3,56,5.64,5.68,3.47,2724
5004,0.23,Very Good,D,VVS2,62.8,57,3.89,3.91,2.44,485
5005,0.38,Ideal,E,IF,62,56,4.59,4.63,2.86,1300
5006,0.27,Ideal,G,VS1,61.2,56,4.18,4.22,2.57,487
5007,1.03,Good,F,SI1,63.1,60,6.36,6.43,4.03,5050
5008,1.01,Premium,F,SI2,62.5,61,6.37,6.32,3.96,4017
5009,0.57,Ideal,J,VS2,61.9,58,5.31,5.33,3.3,1057
5010,0.33,Ideal,F,VVS2,61.7,57,4.45,4.47,2.75,761
5011,0.51,Very Good,G,VS2,62.8,55,5.14,5.17,3.23,1337
5012,1.16,Ideal,H,VS2,62.3,58,6.7,6.75,4.19,6302
5013,0.52,Premium,E,VS2,62.4,58,5.13,5.16,3.21,1689
5014,0.3,Very Good,G,SI1,62.1,62,4.3,4.25,2.65,574
5015,0.94,Premium,G,VS2,61.9,56,6.32,6.27,3.9,4338
5016,1.24,Ideal,H,VS2,61.9,58,6.91,6.87,4.26,7078
5017,0.74,Ideal,G,VS1,61.1,57,5.86,5.9,3.59,3354
5018,1.06,Ideal,E,SI2,61.8,55,6.53,6.55,4.04,4511
5019,1.31,Premium,I,SI1,62.4,57,7.03,6.95,4.36,6383
5020,0.5,Ideal,D,VS2,61.4,56,5.12,5.14,3.15,1633
5021,0.41,Ideal,G,VVS2,61.3,56,4.8,4.77,2.93,1031
5022,0.57,Ideal,E,VS2,62.1,56,5.34,5.32,3.31,1801
5023,0.52,Ideal,E,SI1,61.9,55,5.17,5.19,3.21,1370
5024,1.01,Ideal,J,VS2,62,56,6.43,6.4,3.97,3858
5025,0.3,Ideal,F,IF,62.1,56,4.29,4.32,2.67,886
5026,0.71,Ideal,G,VS1,60.8,56,5.8,5.76,3.52,2679
5027,1.03,Very Good,D,SI2,61.2,59,6.52,6.49,3.97,4580
5028,0.7,Very Good,F,SI1,62.9,56,5.57,5.65,3.54,2023
5029,1.52,Ideal,G,VS1,62.2,56.4,7.38,7.34,4.58,13654
5030,0.72,Ideal,D,SI2,61.2,58,5.79,5.83,3.56,2671
5031,0.34,Premium,G,VS2,60.3,54,4.56,4.53,2.74,765
5032,1.01,Premium,G,VS2,61.9,58,6.45,6.41,3.98,6065
5033,1.63,Ideal,G,VVS2,61.9,57,7.54,7.61,4.67,16407
5034,0.73,Ideal,E,SI1,62.8,57,5.77,5.72,3.6,2721
5035,1.52,Ideal,I,VS2,62.1,58,7.35,7.4,4.58,9276
5036,0.78,Ideal,H,SI2,62.4,56,5.86,5.9,3.66,1775
5037,1.39,Ideal,G,VS2,62.2,56,7.22,7.16,4.47,9432
5038,1.52,Premium,I,VS2,61.7,58,7.39,7.44,4.57,8688
5039,1.12,Ideal,F,SI1,61.3,57,6.67,6.7,4.09,6124
5040,0.46,Ideal,E,VS2,61.3,56,5.01,5.03,3.08,1286
5041,2.25,Ideal,D,SI2,61.6,55,8.45,8.38,5.19,18128
5042,0.77,Ideal,F,VS2,62.4,55,5.85,5.89,3.67,3033
5043,0.34,Ideal,D,VS2,61.8,55,4.5,4.51,2.78,805
5044,1.01,Premium,D,SI1,62.1,60,6.36,6.39,3.96,6062
5045,1.06,Very Good,D,SI2,63,57,6.52,6.47,4.11,4510
5046,0.31,Very Good,E,SI1,63.5,58,4.34,4.31,2.74,698
5047,0.51,Very Good,E,VS1,60.2,57,5.16,5.2,3.13,1799
5048,0.43,Premium,H,SI2,60.6,60,4.88,4.83,2.95,871
5049,0.53,Ideal,E,VS2,61.9,57,5.2,5.18,3.21,1956
5050,0.41,Good,G,VS2,63.2,57,4.69,4.7,2.97,827
5051,0.3,Ideal,D,VVS2,61.3,55,4.36,4.38,2.68,777
5052,1.31,Ideal,I,IF,62.5,56,6.99,7.03,4.39,10098
5053,0.91,Premium,J,VS2,62.4,59,6.16,6.13,3.84,3417
5054,1.52,Ideal,I,VS1,62.4,56,7.3,7.36,4.58,9007
5055,0.7,Ideal,E,SI1,61.1,56,5.78,5.76,3.52,2822
5056,1.5,Premium,I,VS1,61.3,59,7.37,7.3,4.51,10639
5057,1.7,Very Good,I,VS1,59.8,58,7.69,7.73,4.59,11221
5058,1.09,Ideal,G,SI2,62.9,57,6.52,6.55,4.11,5051
5059,1.03,Very Good,I,VS1,62,56,6.41,6.53,4.01,4889
5060,1.5,Good,H,SI2,60.8,61,7.32,7.3,4.45,7672
5061,2.01,Ideal,I,SI2,62.3,56,8.11,8,5.02,15291
5062,0.31,Ideal,G,VVS1,62.1,54,4.35,4.31,2.69,1046
5063,0.5,Ideal,E,SI2,62.9,56,5.07,5.03,3.18,1232
5064,1.03,Ideal,F,SI2,60.6,57,6.59,6.62,3.99,4308
5065,0.36,Ideal,F,SI1,62.2,54,4.59,4.57,2.85,704
5066,0.72,Ideal,G,SI1,62.1,57,5.74,5.77,3.57,2423
5067,0.7,Ideal,H,VVS2,60.7,57,5.73,5.76,3.49,2893
5068,0.55,Premium,G,VVS1,61.7,58,5.23,5.28,3.24,1950
5069,0.61,Very Good,F,SI2,63.4,57,5.37,5.43,3.43,1311
5070,0.58,Ideal,G,VS1,61.6,56,5.37,5.41,3.32,2131
5071,0.53,Ideal,F,SI1,62,54,5.19,5.24,3.23,1260
5072,0.3,Very Good,G,VVS2,63.4,59,4.29,4.26,2.71,878
5073,0.72,Very Good,G,VS2,63.2,58,5.71,5.68,3.59,2530
5074,0.32,Ideal,D,VS1,62.1,55,4.45,4.42,2.75,756
5075,0.76,Ideal,I,VS1,61.5,56,5.87,5.9,3.62,2947
